gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4923985337	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417842775/original.jpeg	https://www.inaturalist.org/photos/417842775					2024-08-10T16:28:46Z	brownmaya		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brownmaya
4923960521	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416457388/original.jpeg	https://www.inaturalist.org/photos/416457388					2024-06-27T22:05:38Z	heidiinthegarden		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	heidiinthegarden
4923952641	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/407828711/original.jpeg	https://www.inaturalist.org/photos/407828711					2024-07-06T18:13:28Z	manda		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	manda
4923928126	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418656600/original.jpeg	https://www.inaturalist.org/photos/418656600					2024-08-11T02:06:07Z	Tess Aaron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tess Aaron
4923928126	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418656636/original.jpeg	https://www.inaturalist.org/photos/418656636					2024-08-11T02:06:07Z	Tess Aaron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tess Aaron
4923915546	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418779487/original.jpeg	https://www.inaturalist.org/photos/418779487					2024-08-11T22:46:05Z	Fabiola Sanchez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Fabiola Sanchez
4923915546	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418779504/original.jpeg	https://www.inaturalist.org/photos/418779504					2024-08-11T22:46:05Z	Fabiola Sanchez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Fabiola Sanchez
4923883734	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417911296/original.jpeg	https://www.inaturalist.org/photos/417911296					2024-08-10T19:49:05Z	Patrick Silbey		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Patrick Silbey
4923883734	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417911279/original.jpeg	https://www.inaturalist.org/photos/417911279					2024-08-10T19:49:05Z	Patrick Silbey		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Patrick Silbey
4923883734	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417911315/original.jpeg	https://www.inaturalist.org/photos/417911315					2024-08-10T19:49:05Z	Patrick Silbey		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Patrick Silbey
